zat_aktif_1,zat_aktif_2,level
isoniazid,sucralfate,minor
isoniazid,sulfasalazine,unknown
isoniazid,tacrolimus,unknown
isoniazid,triamcinolone,minor
isosorbide dinitrate,ketoconazole,unknown
isosorbide dinitrate,lansoprazole,unknown
isosorbide dinitrate,leflunomide,unknown
isosorbide dinitrate,metformin,unknown
isosorbide dinitrate,methotrexate,unknown
isosorbide dinitrate,methylprednisolone,unknown
isosorbide dinitrate,metronidazole,unknown
isosorbide dinitrate,nystatin,unknown
isosorbide dinitrate,ondansetron,unknown
isosorbide dinitrate,paclitaxel,unknown
isosorbide dinitrate,potassium chloride,unknown
isosorbide dinitrate,prednisolone,unknown
isosorbide dinitrate,prednisone,unknown
isosorbide dinitrate,promethazine,moderate
isosorbide dinitrate,simvastatin,unknown
isosorbide dinitrate,sodium bicarbonate,unknown
isosorbide dinitrate,sucralfate,unknown
isosorbide dinitrate,sulfasalazine,unknown
isosorbide dinitrate,tacrolimus,unknown
isosorbide dinitrate,triamcinolone,unknown
isosorbide mononitrate,lansoprazole,unknown
isosorbide mononitrate,leflunomide,unknown
isosorbide mononitrate,lenalidomide,unknown
isosorbide mononitrate,mesalazine,unknown
isosorbide mononitrate,metformin,unknown
isosorbide mononitrate,methotrexate,unknown
isosorbide mononitrate,methylprednisolone,unknown
isosorbide mononitrate,metronidazole,unknown
isosorbide mononitrate,nystatin,unknown
isosorbide mononitrate,ondansetron,unknown
isosorbide mononitrate,oxaliplatin,unknown
isosorbide mononitrate,paclitaxel,unknown
isosorbide mononitrate,potassium chloride,unknown
isosorbide mononitrate,prednisolone,unknown
isosorbide mononitrate,prednisone,unknown
isosorbide mononitrate,promethazine,moderate
isosorbide mononitrate,simvastatin,unknown
isosorbide mononitrate,sodium bicarbonate,unknown
isosorbide mononitrate,sucralfate,unknown
isosorbide mononitrate,sulfasalazine,unknown
isosorbide mononitrate,tacrolimus,unknown
isosorbide mononitrate,triamcinolone,unknown
ixekizumab,leflunomide,major
ixekizumab,levonorgestrel,moderate
ixekizumab,lidocaine,moderate
ixekizumab,lovastatin,moderate
ixekizumab,medroxyprogesterone acetate,moderate
ixekizumab,nifedipine,moderate
ixekizumab,nimodipine,moderate
ixekizumab,norethisterone,moderate
ixekizumab,phenobarbital,moderate
ixekizumab,rivaroxaban,moderate
ixekizumab,simvastatin,moderate
ixekizumab,tacrolimus,moderate
ixekizumab,ustekinumab,moderate
ixekizumab,zinc sulfate,minor
ketoconazole,lamivudine,unknown
ketoconazole,lansoprazole,moderate
ketoconazole,latanoprost,unknown
ketoconazole,leflunomide,major
ketoconazole,lenalidomide,unknown
ketoconazole,levonorgestrel,moderate
ketoconazole,lithium carbonate,moderate
ketoconazole,lorlatinib,major
ketoconazole,lovastatin,major
ketoconazole,magaldrate,moderate
ketoconazole,magnesium carbonate,moderate
ketoconazole,magnesium hydroxide,moderate
ketoconazole,medroxyprogesterone acetate,moderate
ketoconazole,meloxicam,unknown
ketoconazole,metformin,unknown
ketoconazole,methotrexate,moderate
ketoconazole,methylprednisolone,major
ketoconazole,metronidazole,minor
ketoconazole,nifedipine,moderate
ketoconazole,nimodipine,major
ketoconazole,norethisterone,moderate
ketoconazole,nystatin,unknown
ketoconazole,ofloxacin,moderate
ketoconazole,ondansetron,moderate
ketoconazole,oxaliplatin,moderate
ketoconazole,oxcarbazepine,moderate
ketoconazole,oxytocin,moderate
ketoconazole,paclitaxel,moderate
ketoconazole,palbociclib,major
ketoconazole,paliperidone,moderate
ketoconazole,pegaspargase,moderate
ketoconazole,phenobarbital,moderate
ketoconazole,pomalidomide,moderate
ketoconazole,potassium chloride,unknown
ketoconazole,prednisolone,moderate
ketoconazole,prednisone,moderate
ketoconazole,pregabalin,unknown
ketoconazole,promethazine,moderate
ketoconazole,propofol,moderate
ketoconazole,ribociclib,major
ketoconazole,rifampicin,major
ketoconazole,rifapentine,major
ketoconazole,risperidone,moderate
ketoconazole,ritonavir,major
ketoconazole,rivaroxaban,major
ketoconazole,sevoflurane,moderate
ketoconazole,simvastatin,major
ketoconazole,sodium bicarbonate,moderate
ketoconazole,sucralfate,minor
ketoconazole,sulfamethoxazole,minor
ketoconazole,tacrolimus,major
ketoconazole,tolvaptan,major
ketoconazole,tretinoin,major
ketoconazole,triamcinolone,major
ketoconazole,valsartan,unknown
ketoconazole,vilanterol,moderate
ketoconazole,voriconazole,moderate
ketoconazole,zanubrutinib,major
ketoconazole,zonisamide,moderate
ketoprofen,lansoprazole,unknown
ketoprofen,leflunomide,major
ketoprofen,lidocaine,unknown
ketoprofen,lorlatinib,moderate
ketoprofen,mesalazine,moderate
ketoprofen,metformin,moderate
ketoprofen,methotrexate,major
ketoprofen,methylprednisolone,moderate
ketoprofen,metronidazole,unknown
ketoprofen,nystatin,unknown
ketoprofen,ondansetron,unknown
ketoprofen,oxaliplatin,moderate
ketoprofen,paclitaxel,unknown
ketoprofen,pegaspargase,moderate
ketoprofen,potassium chloride,moderate
ketoprofen,potassium iodide,moderate
ketoprofen,prednisolone,moderate
ketoprofen,prednisone,moderate
ketoprofen,promethazine,unknown
ketoprofen,ramucirumab,major
ketoprofen,rivaroxaban,major
ketoprofen,simvastatin,unknown
ketoprofen,streptokinase,moderate
ketoprofen,sulfasalazine,moderate
ketoprofen,tacrolimus,major
ketoprofen,tenecteplase,moderate
ketoprofen,triamcinolone,moderate
lamivudine,lansoprazole,unknown
lamivudine,leflunomide,major
lamivudine,lidocaine,unknown
lamivudine,mesalazine,unknown
lamivudine,metformin,unknown
lamivudine,methotrexate,moderate
lamivudine,methylprednisolone,unknown
lamivudine,metronidazole,unknown
lamivudine,minoxidil,unknown
lamivudine,nystatin,unknown
lamivudine,ondansetron,unknown
lamivudine,oxaliplatin,unknown
lamivudine,paclitaxel,unknown
lamivudine,pegaspargase,moderate
lamivudine,potassium chloride,unknown
lamivudine,prednisolone,unknown
lamivudine,prednisone,unknown
lamivudine,promethazine,unknown
lamivudine,pyrimethamine,unknown
lamivudine,simvastatin,unknown
lamivudine,sodium bicarbonate,unknown
lamivudine,sorbitol,moderate
lamivudine,sucralfate,unknown
lamivudine,sulfasalazine,unknown
lamivudine,tacrolimus,unknown
lamivudine,triamcinolone,unknown
lansoprazole,latanoprost,unknown
lansoprazole,leflunomide,unknown
lansoprazole,lenalidomide,unknown
lansoprazole,levonorgestrel,unknown
lansoprazole,lidocaine,unknown
lansoprazole,linezolid,unknown
lansoprazole,lovastatin,moderate
lansoprazole,mecobalamin,minor
lansoprazole,mefenamic acid,unknown
lansoprazole,meloxicam,unknown
lansoprazole,mesalazine,unknown
lansoprazole,metformin,unknown
lansoprazole,methotrexate,major
lansoprazole,methylprednisolone,unknown
lansoprazole,metronidazole,unknown
lansoprazole,minoxidil,unknown
lansoprazole,mupirocin,unknown
lansoprazole,mycophenolate mofetil,moderate
lansoprazole,nifedipine,unknown
lansoprazole,nimodipine,unknown
lansoprazole,norethisterone,unknown
lansoprazole,nystatin,unknown
lansoprazole,ofloxacin,unknown
lansoprazole,ondansetron,unknown
lansoprazole,oxaliplatin,unknown
lansoprazole,oxcarbazepine,moderate
lansoprazole,paclitaxel,unknown
lansoprazole,paliperidone,unknown
lansoprazole,phenobarbital,minor
lansoprazole,piperacillin,unknown
lansoprazole,piroxicam,unknown
lansoprazole,potassium chloride,unknown
lansoprazole,prednisolone,unknown
lansoprazole,prednisone,unknown
lansoprazole,pregabalin,unknown
lansoprazole,promethazine,unknown
lansoprazole,propofol,unknown
lansoprazole,pyrazinamide,unknown
lansoprazole,rifampicin,moderate
lansoprazole,risperidone,unknown
lansoprazole,ritonavir,unknown
lansoprazole,sevoflurane,unknown
lansoprazole,simvastatin,moderate
lansoprazole,sodium bicarbonate,unknown
lansoprazole,sucralfate,moderate
lansoprazole,sulfadiazine,unknown
lansoprazole,sulfasalazine,unknown
lansoprazole,tacrolimus,major
lansoprazole,timolol,unknown
lansoprazole,tobramycin,moderate
lansoprazole,topiramate,unknown
lansoprazole,tretinoin,unknown
lansoprazole,triamcinolone,unknown
lansoprazole,trimethoprim,unknown
lansoprazole,valsartan,unknown
lansoprazole,voriconazole,moderate
lansoprazole,zidovudine,unknown
lansoprazole,zonisamide,unknown
latanoprost,leflunomide,unknown
latanoprost,lenalidomide,unknown
latanoprost,lidocaine,unknown
latanoprost,mesalazine,unknown
latanoprost,metformin,unknown
latanoprost,methotrexate,unknown
latanoprost,methylprednisolone,unknown
latanoprost,metronidazole,unknown
latanoprost,minoxidil,unknown
latanoprost,mupirocin,unknown
latanoprost,nystatin,unknown
latanoprost,ondansetron,unknown
latanoprost,oxaliplatin,unknown
latanoprost,paclitaxel,unknown
latanoprost,potassium chloride,unknown
latanoprost,prednisolone,unknown
latanoprost,prednisone,unknown
latanoprost,promethazine,unknown
latanoprost,simvastatin,unknown
latanoprost,sucralfate,unknown
latanoprost,sulfasalazine,unknown
latanoprost,tacrolimus,unknown
latanoprost,triamcinolone,unknown
leflunomide,lenalidomide,major
leflunomide,levodopa,moderate
leflunomide,lidocaine,unknown
leflunomide,linezolid,major
leflunomide,lovastatin,major
leflunomide,mefenamic acid,major
leflunomide,meloxicam,major
leflunomide,mesalazine,unknown
leflunomide,metformin,unknown
leflunomide,methotrexate,major
leflunomide,methylprednisolone,major
leflunomide,metronidazole,moderate
leflunomide,mycophenolate mofetil,major
leflunomide,nicotinamide,major
leflunomide,nifedipine,unknown
leflunomide,nystatin,unknown
leflunomide,ofloxacin,unknown
leflunomide,oxaliplatin,major
leflunomide,oxcarbazepine,unknown
leflunomide,paclitaxel,major
leflunomide,palbociclib,major
leflunomide,pegaspargase,major
leflunomide,piroxicam,major
leflunomide,pomalidomide,major
leflunomide,potassium chloride,unknown
leflunomide,prednisolone,major
leflunomide,prednisone,major
leflunomide,pregabalin,unknown
leflunomide,promethazine,unknown
leflunomide,propofol,unknown
leflunomide,pyrazinamide,major
leflunomide,ribociclib,major
leflunomide,rifampicin,major
leflunomide,risperidone,unknown
leflunomide,ritonavir,major
leflunomide,rituximab,major
leflunomide,secukinumab,major
leflunomide,selinexor,major
leflunomide,simvastatin,major
leflunomide,sucralfate,unknown
leflunomide,sulfasalazine,major
leflunomide,tacrolimus,major
leflunomide,tolvaptan,major
leflunomide,topiramate,unknown
leflunomide,tretinoin,major
leflunomide,triamcinolone,major
leflunomide,trifluridine,major
leflunomide,trimethoprim,unknown
leflunomide,ustekinumab,major
leflunomide,valsartan,unknown
leflunomide,vedolizumab,major
leflunomide,voriconazole,major
leflunomide,zanubrutinib,major
leflunomide,zidovudine,major
leflunomide,zinc sulfate,minor
lenalidomide,lidocaine,unknown
lenalidomide,lovastatin,major
lenalidomide,meloxicam,unknown
lenalidomide,metformin,unknown
lenalidomide,methotrexate,moderate
lenalidomide,metronidazole,unknown
lenalidomide,nifedipine,unknown
lenalidomide,nystatin,unknown
lenalidomide,ofloxacin,unknown
lenalidomide,ondansetron,unknown
lenalidomide,pegaspargase,moderate
lenalidomide,potassium chloride,unknown
lenalidomide,prednisolone,unknown
lenalidomide,prednisone,unknown
lenalidomide,pregabalin,unknown
lenalidomide,promethazine,unknown
lenalidomide,risperidone,unknown
lenalidomide,simvastatin,major
lenalidomide,sucralfate,unknown
lenalidomide,tacrolimus,unknown
lenalidomide,tobramycin,unknown
lenalidomide,triamcinolone,unknown
lenalidomide,trimethoprim,unknown
lenalidomide,ustekinumab,moderate
lenalidomide,valsartan,unknown
lenalidomide,voriconazole,unknown
lenalidomide,zidovudine,moderate
levodopa,magaldrate,minor
levodopa,magnesium carbonate,minor
levodopa,magnesium hydroxide,minor
levodopa,metronidazole,moderate
levodopa,minoxidil,moderate
levodopa,oxaliplatin,moderate
levodopa,paclitaxel,moderate
levodopa,pomalidomide,moderate
levodopa,promethazine,moderate
levodopa,simvastatin,moderate
levodopa,sodium bicarbonate,minor
levonorgestrel,lidocaine,unknown
levonorgestrel,lixisenatide,moderate
levonorgestrel,lorlatinib,moderate
levonorgestrel,mesalazine,unknown
levonorgestrel,metformin,moderate
levonorgestrel,methotrexate,unknown
levonorgestrel,metronidazole,unknown
levonorgestrel,ondansetron,unknown
levonorgestrel,pegaspargase,moderate
levonorgestrel,potassium chloride,unknown
levonorgestrel,prednisone,unknown
levonorgestrel,secukinumab,moderate
levonorgestrel,simvastatin,unknown
levonorgestrel,tacrolimus,moderate
levonorgestrel,triamcinolone,unknown
levonorgestrel,ustekinumab,moderate
lidocaine,linezolid,unknown
lidocaine,lorlatinib,minor
lidocaine,lovastatin,unknown
lidocaine,meloxicam,unknown
lidocaine,mesalazine,unknown
lidocaine,metformin,unknown
lidocaine,methotrexate,unknown
lidocaine,methylprednisolone,unknown
lidocaine,metronidazole,unknown
lidocaine,mupirocin,unknown
lidocaine,nifedipine,unknown
lidocaine,nystatin,unknown
lidocaine,ofloxacin,unknown
lidocaine,ondansetron,unknown
lidocaine,oxaliplatin,unknown
lidocaine,oxcarbazepine,minor
lidocaine,paclitaxel,unknown
lidocaine,phenobarbital,minor
lidocaine,piperacillin,unknown
lidocaine,piroxicam,unknown
lidocaine,potassium chloride,unknown
lidocaine,prednisolone,unknown
lidocaine,prednisone,unknown
lidocaine,pregabalin,unknown
lidocaine,promethazine,unknown
lidocaine,propofol,unknown
lidocaine,rifampicin,minor
lidocaine,rifapentine,minor
lidocaine,risperidone,unknown
lidocaine,ritonavir,moderate
lidocaine,secukinumab,moderate
lidocaine,sevoflurane,unknown
lidocaine,simvastatin,unknown
lidocaine,sodium bicarbonate,unknown
lidocaine,sucralfate,unknown
lidocaine,sulfasalazine,unknown
lidocaine,tacrolimus,moderate
lidocaine,timolol,moderate
lidocaine,tobramycin,minor
lidocaine,topiramate,unknown
lidocaine,triamcinolone,unknown
lidocaine,trimethoprim,unknown
lidocaine,ustekinumab,moderate
lidocaine,valsartan,unknown
lidocaine,voriconazole,moderate
lidocaine,zonisamide,unknown
linezolid,mesalazine,unknown
linezolid,metformin,unknown
linezolid,methotrexate,unknown
linezolid,methylprednisolone,unknown
linezolid,metronidazole,moderate
linezolid,minoxidil,moderate
linezolid,mupirocin,unknown
linezolid,nystatin,unknown
linezolid,ondansetron,major
linezolid,oxaliplatin,moderate
linezolid,paclitaxel,moderate
linezolid,pomalidomide,moderate
linezolid,potassium chloride,unknown
linezolid,prednisolone,unknown
linezolid,prednisone,unknown
linezolid,promethazine,moderate
linezolid,simvastatin,moderate
linezolid,sodium bicarbonate,unknown
linezolid,sucralfate,unknown
linezolid,tacrolimus,unknown
linezolid,triamcinolone,unknown
linezolid,ustekinumab,moderate
linezolid,vilanterol,moderate
lithium carbonate,lixisenatide,moderate
lithium carbonate,mesalazine,moderate
lithium carbonate,metformin,moderate
lithium carbonate,metronidazole,moderate
lithium carbonate,minoxidil,moderate
lithium carbonate,ondansetron,major
lithium carbonate,oxaliplatin,moderate
lithium carbonate,oxytocin,moderate
lithium carbonate,potassium iodide,moderate
lithium carbonate,promethazine,moderate
lithium carbonate,ribociclib,major
lithium carbonate,sodium acetate,moderate
lithium carbonate,sodium bicarbonate,moderate
lithium carbonate,sodium chloride,moderate
lithium carbonate,sodium citrate,moderate
lithium carbonate,sulfasalazine,moderate
lithium carbonate,tacrolimus,major
lithium carbonate,vilanterol,moderate
lixisenatide,medroxyprogesterone acetate,moderate
lixisenatide,methylprednisolone,moderate
lixisenatide,nicotinamide,moderate
lixisenatide,norethisterone,moderate
lixisenatide,ofloxacin,moderate
lixisenatide,paliperidone,moderate
lixisenatide,pegaspargase,moderate
lixisenatide,prednisolone,moderate
lixisenatide,prednisone,moderate
lixisenatide,promethazine,moderate
lixisenatide,risperidone,moderate
lixisenatide,ritonavir,moderate
lixisenatide,sucralfate,moderate
lixisenatide,tacrolimus,moderate
lixisenatide,thyrotropin alfa,moderate
lixisenatide,triamcinolone,moderate
lixisenatide,vilanterol,moderate
lopinavir,magnesium hydroxide,moderate
lopinavir,metformin,moderate
lopinavir,ondansetron,moderate
lopinavir,oxaliplatin,moderate
lopinavir,oxytocin,moderate
lorlatinib,lovastatin,moderate
lorlatinib,medroxyprogesterone acetate,moderate
lorlatinib,mefenamic acid,moderate
lorlatinib,meloxicam,moderate
lorlatinib,methylprednisolone,moderate
lorlatinib,netupitant,moderate
lorlatinib,nifedipine,moderate
lorlatinib,nimodipine,moderate
lorlatinib,norethisterone,moderate
lorlatinib,ondansetron,moderate
lorlatinib,paclitaxel,moderate
lorlatinib,palbociclib,moderate
lorlatinib,phenobarbital,major
lorlatinib,piroxicam,moderate
lorlatinib,pomalidomide,moderate
lorlatinib,prednisolone,moderate
lorlatinib,prednisone,moderate
lorlatinib,propofol,moderate
lorlatinib,ribociclib,moderate
lorlatinib,rifampicin,major
lorlatinib,rifapentine,major
lorlatinib,ritonavir,major
lorlatinib,rivaroxaban,moderate
lorlatinib,simvastatin,moderate
lorlatinib,sofosbuvir,major
lorlatinib,sulfamethoxazole,moderate
lorlatinib,tacrolimus,moderate
lorlatinib,tolvaptan,moderate
lorlatinib,topiramate,moderate
lorlatinib,tretinoin,moderate
lorlatinib,triamcinolone,moderate
lorlatinib,voriconazole,major
lorlatinib,zanubrutinib,major
lorlatinib,zidovudine,moderate
lorlatinib,zonisamide,moderate
lovastatin,mesalazine,unknown
lovastatin,metformin,unknown
lovastatin,methotrexate,moderate
lovastatin,metronidazole,moderate
lovastatin,minoxidil,unknown
lovastatin,nystatin,unknown
lovastatin,ondansetron,unknown
lovastatin,oxaliplatin,moderate
lovastatin,paclitaxel,moderate
lovastatin,palbociclib,moderate
lovastatin,pegaspargase,moderate
lovastatin,pomalidomide,moderate
lovastatin,potassium chloride,unknown
lovastatin,prednisolone,unknown
lovastatin,prednisone,unknown
lovastatin,promethazine,unknown
lovastatin,ribociclib,moderate
lovastatin,secukinumab,moderate
lovastatin,simvastatin,moderate
lovastatin,sodium bicarbonate,unknown
lovastatin,sucralfate,unknown
lovastatin,sulfasalazine,unknown
lovastatin,tacrolimus,moderate
lovastatin,triamcinolone,unknown
lovastatin,ustekinumab,moderate
magaldrate,mefenamic acid,minor
magaldrate,methylprednisolone,minor
magaldrate,mycophenolate mofetil,moderate
magaldrate,ofloxacin,moderate
magaldrate,prednisolone,minor
magaldrate,prednisone,minor
magaldrate,promethazine,minor
magaldrate,pyrimethamine,moderate
magaldrate,rifampicin,moderate
magaldrate,sucralfate,moderate
magaldrate,tacrolimus,minor
magaldrate,timolol,minor
magaldrate,triamcinolone,minor
magnesium carbonate,magnesium hydroxide,moderate
magnesium carbonate,mefenamic acid,minor
magnesium carbonate,mycophenolate mofetil,moderate
magnesium carbonate,ofloxacin,moderate
magnesium carbonate,promethazine,minor
magnesium carbonate,rifampicin,moderate
magnesium carbonate,tacrolimus,minor
magnesium carbonate,timolol,minor
magnesium hydroxide,mefenamic acid,minor
magnesium hydroxide,methylprednisolone,moderate
magnesium hydroxide,mycophenolate mofetil,moderate
magnesium hydroxide,ofloxacin,moderate
magnesium hydroxide,ondansetron,moderate
magnesium hydroxide,oxaliplatin,moderate
magnesium hydroxide,oxytocin,moderate
magnesium hydroxide,paliperidone,moderate
magnesium hydroxide,prednisolone,moderate
magnesium hydroxide,prednisone,moderate
magnesium hydroxide,promethazine,minor
magnesium hydroxide,propofol,moderate
magnesium hydroxide,pyrimethamine,moderate
magnesium hydroxide,ribociclib,moderate
magnesium hydroxide,rifampicin,moderate
magnesium hydroxide,risperidone,moderate
magnesium hydroxide,sevoflurane,moderate
magnesium hydroxide,sucralfate,moderate
magnesium hydroxide,tacrolimus,moderate
magnesium hydroxide,timolol,minor
magnesium hydroxide,triamcinolone,moderate
magnesium hydroxide,voriconazole,moderate
medroxyprogesterone acetate,metformin,moderate
medroxyprogesterone acetate,mycophenolate mofetil,major
medroxyprogesterone acetate,netupitant,moderate
medroxyprogesterone acetate,oxcarbazepine,moderate
medroxyprogesterone acetate,pegaspargase,moderate
medroxyprogesterone acetate,phenobarbital,moderate
medroxyprogesterone acetate,rifampicin,moderate
medroxyprogesterone acetate,rifapentine,moderate
medroxyprogesterone acetate,ritonavir,moderate
medroxyprogesterone acetate,secukinumab,moderate
medroxyprogesterone acetate,tacrolimus,moderate
medroxyprogesterone acetate,ustekinumab,moderate
medroxyprogesterone acetate,voriconazole,moderate
mefenamic acid,mesalazine,moderate
mefenamic acid,metformin,moderate
mefenamic acid,methotrexate,major
mefenamic acid,methylprednisolone,moderate
mefenamic acid,metronidazole,unknown
mefenamic acid,oxaliplatin,moderate
mefenamic acid,pegaspargase,moderate
mefenamic acid,potassium chloride,moderate
mefenamic acid,potassium iodide,moderate
mefenamic acid,prednisolone,moderate
mefenamic acid,prednisone,moderate
mefenamic acid,ramucirumab,major
mefenamic acid,rivaroxaban,major
mefenamic acid,simvastatin,unknown
mefenamic acid,streptokinase,moderate
mefenamic acid,sulfasalazine,moderate
mefenamic acid,tacrolimus,major
mefenamic acid,tenecteplase,moderate
mefenamic acid,tretinoin,unknown
mefenamic acid,triamcinolone,moderate
meloxicam,mesalazine,moderate
meloxicam,metformin,moderate
meloxicam,methotrexate,major
meloxicam,methylprednisolone,moderate
meloxicam,metronidazole,unknown
meloxicam,mupirocin,unknown
meloxicam,nystatin,unknown
meloxicam,ondansetron,unknown
meloxicam,oxaliplatin,moderate
meloxicam,paclitaxel,unknown
meloxicam,pegaspargase,moderate
meloxicam,potassium chloride,moderate
meloxicam,potassium iodide,moderate
meloxicam,prednisolone,moderate
meloxicam,prednisone,moderate
meloxicam,promethazine,unknown
meloxicam,ramucirumab,major
meloxicam,rivaroxaban,major
meloxicam,simvastatin,unknown
meloxicam,sodium bicarbonate,unknown
meloxicam,streptokinase,moderate
meloxicam,sucralfate,unknown
meloxicam,sulfasalazine,moderate
meloxicam,tacrolimus,major
meloxicam,tenecteplase,moderate
meloxicam,tretinoin,unknown
meloxicam,triamcinolone,moderate
mesalazine,metformin,unknown
mesalazine,methotrexate,moderate
mesalazine,methylprednisolone,unknown
mesalazine,metronidazole,unknown
mesalazine,nifedipine,unknown
mesalazine,nystatin,unknown
mesalazine,ofloxacin,unknown
mesalazine,ondansetron,unknown
mesalazine,oxaliplatin,moderate
mesalazine,piroxicam,moderate
mesalazine,potassium chloride,unknown
mesalazine,prednisolone,unknown
mesalazine,prednisone,unknown
mesalazine,pregabalin,unknown
mesalazine,promethazine,unknown
mesalazine,propofol,unknown
mesalazine,pyrazinamide,unknown
mesalazine,rifampicin,unknown
mesalazine,risperidone,unknown
mesalazine,simvastatin,unknown
mesalazine,sodium bicarbonate,unknown
mesalazine,sucralfate,unknown
mesalazine,sulfasalazine,unknown
mesalazine,tacrolimus,major
mesalazine,timolol,unknown
mesalazine,tobramycin,moderate
mesalazine,topiramate,unknown
mesalazine,tretinoin,unknown
mesalazine,triamcinolone,unknown
mesalazine,valsartan,unknown
mesalazine,zonisamide,unknown
metformin,methotrexate,unknown
metformin,methylprednisolone,moderate
metformin,metronidazole,unknown
metformin,minoxidil,unknown
metformin,mupirocin,unknown
metformin,nicotinamide,moderate
metformin,nifedipine,moderate
metformin,norethisterone,moderate
metformin,nystatin,unknown
metformin,ofloxacin,moderate
metformin,ondansetron,unknown
metformin,oxaliplatin,unknown
metformin,oxcarbazepine,unknown
metformin,paclitaxel,unknown
metformin,paliperidone,moderate
metformin,pegaspargase,moderate
metformin,piroxicam,moderate
metformin,potassium chloride,unknown
metformin,prednisolone,moderate
metformin,prednisone,moderate
metformin,pregabalin,unknown
metformin,promethazine,moderate
metformin,propofol,unknown
metformin,ribociclib,moderate
metformin,rifampicin,moderate
metformin,risperidone,moderate
metformin,ritonavir,moderate
metformin,sevoflurane,unknown
metformin,simvastatin,unknown
metformin,sodium bicarbonate,unknown
metformin,sucralfate,moderate
metformin,sulfasalazine,unknown
metformin,tacrolimus,moderate
metformin,thyrotropin alfa,moderate
metformin,timolol,unknown
metformin,tobramycin,unknown
metformin,topiramate,major
metformin,tretinoin,unknown
metformin,triamcinolone,moderate
metformin,trimethoprim,moderate
metformin,valsartan,unknown
metformin,vilanterol,moderate
metformin,zidovudine,unknown
metformin,zonisamide,major
methotrexate,methylprednisolone,moderate
methotrexate,metronidazole,unknown
methotrexate,nicotinamide,moderate
methotrexate,nifedipine,unknown
methotrexate,nimodipine,unknown
methotrexate,norethisterone,unknown
methotrexate,nystatin,unknown
methotrexate,ofloxacin,moderate
methotrexate,ondansetron,unknown
methotrexate,oxaliplatin,moderate
methotrexate,oxcarbazepine,unknown
methotrexate,paclitaxel,unknown
methotrexate,pegaspargase,moderate
methotrexate,piperacillin,major
methotrexate,piroxicam,major
methotrexate,potassium chloride,unknown
methotrexate,prednisolone,moderate
methotrexate,prednisone,moderate
methotrexate,pregabalin,unknown
methotrexate,promethazine,unknown
methotrexate,propofol,unknown
methotrexate,pyrazinamide,moderate
methotrexate,pyrimethamine,moderate
methotrexate,ribociclib,moderate
methotrexate,rifampicin,moderate
methotrexate,risperidone,unknown
methotrexate,ritonavir,moderate
methotrexate,simvastatin,moderate
methotrexate,sodium acetate,minor
methotrexate,sodium bicarbonate,minor
methotrexate,sodium citrate,minor
methotrexate,sucralfate,unknown
methotrexate,sulfadiazine,moderate
methotrexate,sulfamethoxazole,moderate
methotrexate,sulfasalazine,moderate
methotrexate,tacrolimus,major
methotrexate,timolol,unknown
methotrexate,tobramycin,unknown
methotrexate,tolvaptan,moderate
methotrexate,topiramate,unknown
methotrexate,tretinoin,moderate
methotrexate,triamcinolone,moderate
methotrexate,trimethoprim,major
methotrexate,ustekinumab,moderate
methotrexate,valsartan,unknown
methotrexate,voriconazole,moderate
methotrexate,zidovudine,moderate
methotrexate,zonisamide,unknown
methylprednisolone,metronidazole,unknown
methylprednisolone,minoxidil,moderate
methylprednisolone,mupirocin,unknown
methylprednisolone,netupitant,moderate
methylprednisolone,nifedipine,moderate
methylprednisolone,nystatin,unknown
methylprednisolone,ofloxacin,major
methylprednisolone,ondansetron,unknown
methylprednisolone,oxaliplatin,unknown
methylprednisolone,oxcarbazepine,moderate
methylprednisolone,paclitaxel,unknown
methylprednisolone,pegaspargase,moderate
methylprednisolone,phenobarbital,moderate
methylprednisolone,piperacillin,unknown
methylprednisolone,piroxicam,moderate
methylprednisolone,potassium chloride,unknown
methylprednisolone,prednisolone,unknown
methylprednisolone,prednisone,unknown
methylprednisolone,pregabalin,unknown
methylprednisolone,promethazine,unknown
methylprednisolone,propofol,unknown
methylprednisolone,pyrazinamide,unknown
methylprednisolone,ribociclib,moderate
methylprednisolone,rifampicin,moderate
methylprednisolone,rifapentine,moderate
methylprednisolone,risperidone,unknown
methylprednisolone,ritonavir,major
methylprednisolone,sevoflurane,unknown
methylprednisolone,simvastatin,unknown
methylprednisolone,sodium bicarbonate,minor
methylprednisolone,sucralfate,unknown
methylprednisolone,sulfadiazine,unknown
methylprednisolone,sulfasalazine,unknown
methylprednisolone,tacrolimus,moderate
methylprednisolone,timolol,moderate
methylprednisolone,tobramycin,unknown
methylprednisolone,topiramate,unknown
methylprednisolone,tretinoin,unknown
methylprednisolone,triamcinolone,unknown
methylprednisolone,trimethoprim,unknown
methylprednisolone,ustekinumab,moderate
methylprednisolone,valsartan,moderate
methylprednisolone,vilanterol,minor
methylprednisolone,voriconazole,major
methylprednisolone,zidovudine,moderate
methylprednisolone,zinc sulfate,minor
methylprednisolone,zonisamide,unknown
metronidazole,minoxidil,unknown
metronidazole,mupirocin,unknown
metronidazole,mycophenolate mofetil,moderate
metronidazole,nifedipine,unknown
metronidazole,nystatin,unknown
metronidazole,ofloxacin,minor
metronidazole,ondansetron,minor
metronidazole,oxaliplatin,moderate
metronidazole,oxcarbazepine,unknown
metronidazole,oxytocin,minor
metronidazole,paclitaxel,moderate
metronidazole,paliperidone,minor
metronidazole,phenobarbital,moderate
